fixture,ts_ms,outcome_idx,outcome,in_running,event_driven,z,prob_before,prob_after,entry_odds,lock_immediate,lock_60s,lock_120s,lock_300s,lock_600s,lock_900s,unhedged_terminal,hit
18188721,1782919402752,1,draw,False,False,314.67,0.1266,0.3189,3.136,-1.82,-2.17,-2.17,-2.17,-61.73,-61.73,-100.0,False
18188721,1783058434214,1,draw,False,False,1276.02,0.1268,0.3159,3.166,-1.87,-1.98,-1.98,-1.98,-1.98,-1.98,-100.0,False
18188721,1783117572032,2,part2,False,False,88.18,0.603,0.815,1.227,-0.42,-26.95,-26.92,-26.95,-26.95,-26.95,22.7,True
18188721,1783119557314,2,part2,False,False,221.42,0.6017,0.8163,1.225,-0.41,-27.08,-27.14,-0.5,-26.99,-27.16,22.5,True
18188721,1783130056502,1,draw,False,False,3.15,0.1442,0.3203,3.122,-1.91,-62.08,-62.01,-62.5,-62.93,-2.68,-100.0,False
18188721,1783131674803,1,draw,False,False,2.65,0.1472,0.3181,3.144,-2.0,-2.0,-2.0,-62.52,-1.84,-2.05,-100.0,False
18188721,1783180429168,2,part2,False,False,2.71,0.6357,0.8244,1.213,-0.39,-26.75,-26.75,-26.71,-0.39,-26.91,21.3,True
18188721,1783181075448,2,part2,False,False,2.75,0.6344,0.8231,1.215,-0.41,-0.41,-26.79,-26.79,-26.75,-0.41,21.5,True
18188721,1783183453577,2,part2,False,False,556.37,0.6088,0.8224,1.216,-0.44,-0.44,-0.44,-26.77,-0.6,-26.75,21.6,True
18188721,1783186103663,2,part2,False,False,646.66,0.6084,0.8237,1.214,-0.36,-0.55,-0.55,-0.55,-0.51,-0.52,21.4,True
18188721,1783187448868,2,part2,False,False,2.55,0.6369,0.8231,1.215,-0.42,-26.64,-26.61,-26.4,-26.52,-26.45,21.5,True
18188721,1783194585101,2,part2,False,False,2.93,0.6352,0.821,1.218,-0.37,-26.06,-26.09,-26.15,-26.72,-27.45,21.8,True
18188721,1783196130065,2,part2,False,False,2.51,0.631,0.8177,1.223,-0.37,-26.86,-26.8,-26.77,-0.34,-26.8,22.3,True
18188721,1783196880169,2,part2,False,False,2.53,0.6325,0.8183,1.222,-0.41,-0.39,-26.83,-26.87,-27.09,-27.4,22.2,True
18188721,1783203968349,1,draw,True,True,2.52,0.2754,0.3292,3.038,-1.83,2.1,8.16,15.96,-81.28,-81.09,-100.0,False
18188721,1783204450200,2,part2,True,True,8.83,0.6292,0.9398,1.064,-0.11,-1.32,-1.1,-0.93,-0.01,-0.85,6.4,True
18192996,1783117716133,0,part1,False,False,153.48,0.2445,0.309,3.236,-2.96,-24.94,-25.25,-3.87,-3.87,-3.87,-100.0,False
18192996,1783117716133,2,part2,False,False,324.07,0.2803,0.3909,2.558,-2.22,-29.96,-29.79,-1.37,-1.37,-1.37,155.8,True
18192996,1783274707558,1,draw,False,False,912.18,0.303,0.4852,2.061,-1.58,-1.78,-1.78,-1.71,-1.71,-1.71,-100.0,False
18192996,1783278601022,0,part1,False,False,265.82,0.235,0.3114,3.211,-2.91,-2.81,-27.26,-2.87,-25.92,-26.02,-100.0,False
18192996,1783278601022,2,part2,False,False,172.12,0.2736,0.3843,2.602,-2.24,-2.32,-31.44,-2.32,-32.43,-32.41,160.2,True
18192996,1783288441312,0,part1,False,False,315.0,0.2379,0.3137,3.188,-2.87,-2.99,-27.02,-4.2,-3.08,-27.43,-100.0,False
18192996,1783288441312,2,part2,False,False,798.81,0.269,0.3778,2.647,-2.28,-2.2,-31.05,-1.55,-1.99,-31.26,164.7,True
18192996,1783301819039,2,part2,True,True,4.6,0.2481,0.6725,1.487,-0.71,32.22,31.19,28.37,-10.96,-13.8,48.7,True
18192996,1783304046866,2,part2,True,True,2.56,0.5996,0.6402,1.562,-0.93,-0.42,-0.42,-30.6,25.82,28.85,56.2,True
18192996,1783304181571,0,part1,True,True,5.56,0.1311,0.1909,5.238,-5.02,9.99,5.4,-3.92,-80.02,-81.07,-100.0,False
18192996,1783304181571,1,draw,True,True,6.48,0.2659,0.3169,3.156,-2.63,1.14,2.63,1.34,-60.12,-63.32,-100.0,False
18192996,1783305940923,2,part2,True,True,2.93,0.5601,0.6002,1.666,-0.95,2.7,4.3,9.2,20.3,43.52,66.6,True
18192996,1783306808761,2,part2,True,True,2.52,0.6912,0.8403,1.19,-0.32,1.8,7.37,10.79,10.79,10.79,19.0,True
18193785,1782959865834,0,part1,False,False,2.57,0.3025,0.361,2.77,-2.44,-2.44,-2.19,-2.09,-1.76,-1.74,-100.0,False
18193785,1782959865834,2,part2,False,False,2.74,0.3033,0.3621,2.762,-2.43,-2.43,-2.65,-2.74,-3.13,-3.36,176.2,True
18193785,1783053662644,1,draw,False,False,1192.97,0.2794,0.4184,2.39,-2.01,-35.45,-35.45,-35.45,-35.45,-35.44,-100.0,False
18193785,1783113385259,1,draw,False,False,2491.39,0.2775,0.4144,2.413,-2.04,-1.95,-35.32,-35.31,-35.29,-35.29,-100.0,False
18193785,1783208092945,1,draw,False,False,416.97,0.2818,0.4259,2.348,-1.92,-1.92,-35.89,-35.89,-1.95,-35.92,-100.0,False
18193785,1783281175976,1,draw,False,False,1676.25,0.2779,0.412,2.427,-2.07,-34.9,-34.9,-34.84,-34.85,-2.02,-100.0,False
18193785,1783291350736,1,draw,False,False,3.08,0.2885,0.4139,2.416,-2.03,-35.8,-35.86,-35.86,-35.92,-35.89,-100.0,False
18193785,1783294220679,1,draw,False,False,204.13,0.275,0.4144,2.413,-2.03,-35.84,-2.11,-2.07,-35.26,-35.32,-100.0,False
18193785,1783296051864,1,draw,False,False,367.85,0.2776,0.4142,2.414,-2.03,-2.05,-35.33,-2.09,-35.42,-35.33,-100.0,False
18193785,1783302776375,1,draw,False,False,333.05,0.2778,0.4142,2.414,-2.01,-35.38,-35.38,-1.9,-35.37,-2.01,-100.0,False
18193785,1783304750019,1,draw,False,False,799.71,0.2769,0.4165,2.401,-1.99,-1.98,-1.98,-1.98,-35.72,-35.72,-100.0,False
18193785,1783363180730,1,draw,False,False,383.78,0.2747,0.4179,2.393,-2.02,-2.02,-2.02,-36.55,-2.01,-2.06,-100.0,False
18193785,1783367680841,1,draw,False,False,2.6,0.2948,0.4167,2.4,-2.0,-35.61,-1.86,-1.86,-1.64,-35.66,-100.0,False
18193785,1783371164814,0,part1,False,False,2.82,0.3153,0.3823,2.616,-2.25,-2.3,-2.3,-2.3,-22.16,-2.1,-100.0,False
18193785,1783371164814,2,part2,False,False,2.83,0.2807,0.3407,2.935,-2.59,-2.57,-2.57,-2.57,-22.66,-2.9,193.5,True
18193785,1783383004429,2,part2,True,True,9.76,0.2953,0.7107,1.407,-0.66,-22.08,-1.48,-16.1,8.57,8.88,40.7,True
18193785,1783384311503,1,draw,True,True,14.67,0.213,0.6579,1.52,-0.88,-48.27,-77.2,-64.28,-65.33,-66.31,-100.0,False
18193785,1783384314753,0,part1,True,True,4.36,0.0939,0.3281,3.048,-2.76,-51.62,-94.46,-96.01,-65.77,-67.82,-100.0,False
18193785,1783387288432,2,part2,True,True,76.1,0.6573,0.8953,1.117,-0.19,0.16,0.65,1.49,4.37,5.4,11.7,True
18198205,1783041329723,2,part2,False,True,2.55,0.3894,0.5076,1.97,-1.46,-28.77,-6.69,-27.56,-1.7,-26.39,97.0,True
18198205,1783049659357,1,draw,False,False,2634.68,0.2639,0.4219,2.37,-1.92,-1.75,-39.16,-39.23,-39.23,-39.23,-100.0,False
18198205,1783101572170,1,draw,False,False,2.64,0.2818,0.4179,2.393,-1.94,-1.7,-1.7,-39.35,-39.35,-39.35,-100.0,False
18198205,1783194052106,1,draw,False,False,2902.74,0.2602,0.4144,2.413,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-100.0,False
18198205,1783195604305,1,draw,False,False,708.47,0.2604,0.4155,2.407,-1.96,-1.96,-39.48,-39.48,-1.94,-1.94,-100.0,False
18198205,1783292663712,1,draw,False,False,987.7,0.2564,0.4092,2.444,-2.0,-2.01,-2.01,-1.98,-2.01,-2.01,-100.0,False
18198205,1783294960767,1,draw,False,False,722.15,0.2563,0.41,2.439,-1.98,-1.98,-1.98,-1.98,-1.97,-39.55,-100.0,False
18198205,1783296893921,1,draw,False,False,970.36,0.257,0.4102,2.438,-1.97,-2.01,-2.01,-2.01,-39.44,-38.98,-100.0,False
18198205,1783303150575,1,draw,False,False,2923.15,0.2603,0.4134,2.419,-1.97,-39.16,-39.16,-39.16,-2.36,-2.33,-100.0,False
18198205,1783357359189,1,draw,False,False,583.03,0.2686,0.4305,2.323,-1.88,-1.8,-39.63,-39.39,-1.87,-39.47,-100.0,False
18198205,1783371258296,2,part2,True,True,11.9,0.2467,0.9042,1.106,-0.21,0.92,0.12,5.11,5.11,5.11,10.6,True
18202701,1783194094688,1,draw,False,False,2.66,0.2173,0.3911,2.557,-1.85,-1.85,-1.85,-1.91,-1.91,-1.91,-100.0,False
18202701,1783293623445,1,draw,False,False,1126.55,0.1986,0.4029,2.482,-1.74,-1.74,-1.74,-1.74,-1.74,-52.04,-100.0,False
18202701,1783360399925,1,draw,False,False,1657.48,0.1931,0.399,2.506,-1.62,-1.62,-1.62,-1.62,-1.43,-1.43,-100.0,False
18202701,1783374230188,0,part1,False,False,298.34,0.4988,0.7148,1.399,-0.7,-31.44,-31.53,-31.44,-0.88,-31.48,39.9,True
18202701,1783379200278,0,part1,False,False,2.64,0.5244,0.7138,1.401,-0.68,-0.71,-0.71,-31.34,-31.34,-31.29,40.1,True
18202701,1783382610381,1,draw,False,False,1443.16,0.1936,0.4062,2.462,-1.75,-1.58,-1.58,-1.58,-1.7,-53.92,-100.0,False
18202701,1783392605517,0,part1,False,False,2.92,0.5315,0.7199,1.389,-0.64,-30.17,-0.61,-29.99,-0.44,-29.76,38.9,True
18202701,1783433084752,1,draw,False,False,3.32,0.2036,0.3804,2.629,-1.87,-51.99,-1.51,-1.43,-1.35,-1.28,-100.0,False
18202701,1783434132103,0,part1,False,False,2.61,0.5533,0.7326,1.365,-0.64,-0.64,-0.64,-29.15,-0.58,-0.36,36.5,True
18202701,1783437624354,0,part1,False,False,3.02,0.5469,0.7353,1.36,-0.67,-29.0,-28.92,-0.67,-28.6,-29.13,36.0,True
18202701,1783439390053,0,part1,False,False,2.83,0.5504,0.731,1.368,-0.61,-28.76,-28.61,-28.71,-0.52,-33.47,36.8,True
18202701,1783441015207,2,part2,True,False,109.39,0.0864,0.5252,1.904,-1.3,-57.76,-58.6,7.28,10.06,15.83,-100.0,False
18202701,1783445034483,2,part2,True,True,18.26,0.3104,0.7037,1.421,-0.71,-48.33,-47.97,-43.11,12.73,16.77,-100.0,False
18202701,1783446507364,0,part1,True,True,6.79,0.0676,0.3131,3.194,-2.0,-2.88,-3.86,-25.93,199.63,207.41,219.4,True
18202701,1783446507364,1,draw,True,True,4.7,0.1972,0.6161,1.623,-0.95,0.48,1.82,14.47,-91.03,-94.79,-100.0,False
18202701,1783447112209,0,part1,True,True,4.88,0.2608,0.9425,1.061,-0.13,0.46,2.37,2.12,2.12,2.12,6.1,True
18202783,1783361653400,0,part1,False,False,278.23,0.2134,0.2695,3.711,-3.47,-3.47,-3.47,-3.47,-24.25,-24.25,-100.0,False
18202783,1783361653400,2,part2,False,False,180.89,0.3075,0.4214,2.373,-2.0,-2.0,-2.0,-2.0,-29.14,-29.14,-100.0,False
18202783,1783375030203,0,part1,False,False,174.58,0.2127,0.2677,3.736,-3.42,-23.9,-23.9,-23.95,-24.11,-24.11,-100.0,False
18202783,1783375030203,2,part2,False,False,317.41,0.3065,0.4248,2.354,-1.93,-30.04,-30.04,-30.05,-30.02,-30.03,-100.0,False
18202783,1783389738551,1,draw,False,False,2.65,0.3263,0.4789,2.088,-1.64,-38.34,-38.39,-1.76,-2.05,-38.48,108.8,True
18202783,1783438577934,0,part1,False,False,125.83,0.212,0.2692,3.715,-3.44,-3.9,-3.9,-24.93,-3.93,-25.26,-100.0,False
18202783,1783438577934,2,part2,False,False,225.24,0.3025,0.4243,2.357,-1.96,-1.91,-1.91,-30.35,-1.92,-30.96,-100.0,False
18202783,1783439592434,0,part1,False,False,4.13,0.2141,0.268,3.732,-3.42,-3.42,-3.42,-25.07,-3.7,-4.13,-100.0,False
18202783,1783439592434,2,part2,False,False,4.11,0.31,0.4243,2.357,-1.94,-1.95,-1.95,-30.96,-1.84,-2.19,-100.0,False
18202783,1783440723689,1,draw,False,False,2.65,0.3311,0.4892,2.044,-1.56,-1.56,-1.56,-1.56,-38.91,-1.52,104.4,True
18202783,1783442189531,0,part1,False,False,2.86,0.2171,0.2689,3.719,-3.46,-24.91,-24.91,-24.91,-3.32,-3.36,-100.0,False
18202783,1783442189531,2,part2,False,False,2.81,0.3136,0.4234,2.362,-1.97,-31.31,-31.31,-31.31,-1.98,-2.07,-100.0,False
18202783,1783445717835,0,part1,False,False,164.47,0.2111,0.271,3.69,-3.4,-3.33,-3.23,-3.23,-25.71,-25.42,-100.0,False
18202783,1783445717835,2,part2,False,False,1741.14,0.2987,0.4209,2.376,-1.97,-2.0,-2.05,-2.05,-30.88,-30.88,-100.0,False
18202783,1783446847244,0,part1,False,False,2.65,0.2189,0.2717,3.681,-3.4,-3.44,-25.6,-3.57,-26.06,-3.58,-100.0,False
18202783,1783446847244,2,part2,False,False,2.64,0.3144,0.4203,2.379,-1.98,-1.99,-30.79,-1.96,-30.79,-1.99,-100.0,False
18202783,1783462091445,1,draw,True,True,2.56,0.6294,0.8292,1.206,-0.32,0.28,5.44,-21.91,-20.3,-15.17,20.6,True
18202783,1783463550668,1,draw,True,True,2.61,0.7525,0.9116,1.097,-0.17,0.63,3.82,3.82,3.82,3.82,9.7,True
18209181,1783434023822,1,draw,False,False,2084.33,0.2408,0.417,2.398,-1.8,-44.08,-44.07,-44.07,-44.07,-44.07,-100.0,False
18209181,1783438313866,0,part1,False,False,2.65,0.4628,0.6146,1.627,-1.02,-1.02,-1.02,-29.45,-1.02,-1.03,62.7,True
18209181,1783447973699,0,part1,False,False,3.17,0.457,0.6161,1.623,-0.99,-29.65,-0.87,-0.79,-0.79,-0.97,62.3,True
18209181,1783448984360,1,draw,False,False,549.55,0.238,0.4179,2.393,-1.78,-1.78,-44.81,-44.74,-44.78,-44.78,-100.0,False
18209181,1783449947448,1,draw,False,False,1553.8,0.2381,0.4177,2.394,-1.8,-1.84,-1.84,-1.84,-44.76,-44.76,-100.0,False
18209181,1783462386687,1,draw,False,False,610.23,0.2415,0.4195,2.384,-1.79,-1.79,-1.79,-1.79,-1.86,-1.92,-100.0,False
18209181,1783622236132,0,part1,False,False,2.88,0.4399,0.6072,1.647,-1.04,-31.79,-1.01,-32.12,-32.09,-0.75,64.7,True
18209181,1783626915483,0,part1,False,False,2.52,0.4461,0.6169,1.621,-1.0,-33.43,-33.39,-1.78,-4.06,-36.36,62.1,True
18209181,1783632293319,0,part1,True,True,13.33,0.5636,0.8811,1.135,-0.25,-1.65,-3.26,-2.48,10.73,10.81,13.5,True
18213979,1783362958484,2,part2,False,False,2.65,0.3896,0.5089,1.965,-1.5,-1.56,-1.56,-1.56,-1.56,-28.57,96.5,True
18213979,1783365973726,2,part2,False,False,373.44,0.3727,0.5105,1.959,-1.49,-1.56,-1.5,-28.51,-28.51,-28.51,95.9,True
18213979,1783368160078,1,draw,False,False,340.19,0.255,0.4264,2.345,-1.88,-1.95,-1.98,-1.98,-1.98,-42.25,-100.0,False
18213979,1783373421179,2,part2,False,False,2.5,0.3939,0.5079,1.969,-1.5,-1.32,-27.73,-27.73,-27.73,-27.73,96.9,True
18213979,1783634053894,1,draw,False,False,1038.06,0.2555,0.4158,2.405,-1.95,-1.95,-1.95,-40.58,-1.86,-40.52,-100.0,False
18213979,1783716995452,2,part2,False,False,180.54,0.3783,0.512,1.953,-1.47,-27.84,-1.3,-28.07,-1.44,-28.5,95.3,True
18213979,1783805859718,0,part1,True,True,8.01,0.1571,0.4202,2.38,-2.01,-1.12,-2.01,0.26,1.62,-60.6,-100.0,False
18213979,1783806521583,1,draw,True,True,4.05,0.296,0.9259,1.08,-0.14,4.26,-64.14,-64.63,-64.67,-64.23,-100.0,False
18213979,1783808273934,0,part1,True,True,73.21,0.1928,0.5038,1.985,-1.45,1.44,-63.73,-62.0,-61.94,-64.07,-100.0,False
18213979,1783808391899,1,draw,True,True,2.55,0.3616,0.4083,2.449,-1.97,-3.93,-3.37,0.11,9.28,11.88,-100.0,False
18213979,1783809809280,1,draw,True,True,2.52,0.4833,0.5455,1.833,-1.31,1.23,-10.9,14.72,33.32,58.58,-100.0,False
18213979,1783810676194,1,draw,True,True,2.55,0.6287,0.8569,1.167,-0.37,-39.52,-38.51,-40.2,-42.27,-80.95,-100.0,False
18213979,1783811441065,2,part2,True,True,6.41,0.269,0.8065,1.24,-0.4,0.14,-1.18,-2.07,-0.97,0.11,24.0,True
18213979,1783813424961,2,part2,True,True,2.57,0.8576,0.9381,1.066,-0.12,0.59,1.16,1.16,1.16,1.16,6.6,True
18218149,1783465464044,1,draw,False,False,1145.68,0.2352,0.405,2.469,-1.93,-1.93,-1.93,-1.93,-1.93,-1.93,-100.0,False
18218149,1783620890716,1,draw,False,False,450.0,0.2385,0.4045,2.472,-1.94,-42.82,-42.82,-42.82,-42.82,-42.82,-100.0,False
18218149,1783632279606,0,part1,False,False,658.01,0.4257,0.5879,1.701,-1.12,-28.96,-1.12,-1.12,-0.96,-0.81,70.1,True
18218149,1783633665026,1,draw,False,False,2.83,0.2562,0.406,2.463,-1.94,-1.94,-1.94,-1.98,-1.89,-2.19,-100.0,False
18218149,1783704669944,0,part1,False,False,3.0,0.4487,0.6061,1.65,-1.07,-30.26,-30.45,-30.13,-30.84,-1.81,65.0,True
18218149,1783711860655,0,part1,True,True,3.95,0.4237,0.8889,1.125,-0.23,-1.84,-10.86,-9.0,3.74,-37.18,12.5,True
18218149,1783712498138,1,draw,True,True,3.15,0.2224,0.7716,1.296,-0.54,-62.63,6.42,11.33,-61.27,-60.96,-100.0,False
18218149,1783716371931,1,draw,True,True,2.53,0.4916,0.6064,1.649,-0.94,2.71,5.15,-86.74,-89.72,-95.31,-100.0,False
18218149,1783716636920,0,part1,True,True,10.26,0.361,0.9302,1.075,-0.14,-1.99,-1.41,-0.82,4.0,4.0,7.5,True
18222446,1783633398452,0,part1,False,False,2.81,0.4124,0.5679,1.761,-1.18,-32.8,-32.87,-32.83,-1.18,-32.96,76.1,True
18222446,1783717556137,1,draw,False,False,3.16,0.282,0.4619,2.165,-1.62,-44.59,-44.59,-44.56,-44.56,-44.52,-100.0,False
18222446,1783810258286,1,draw,False,False,2.55,0.2963,0.4724,2.117,-1.56,-1.56,-1.56,-1.53,-1.64,-1.52,-100.0,False
18222446,1783818678305,0,part1,True,True,3.98,0.4389,0.8467,1.181,-0.33,-2.14,-10.64,-2.07,-10.61,-9.24,18.1,True
18222446,1783823360175,1,draw,True,True,147.64,0.1679,0.5105,1.959,-1.43,0.81,3.69,3.83,-8.93,6.35,-100.0,False
18222446,1783823360175,2,part2,True,True,62.35,0.0359,0.1673,5.978,-5.67,-18.81,-22.17,-20.99,-78.47,-80.23,-100.0,False
18222446,1783824524663,2,part2,True,True,4.97,0.0464,0.0885,11.3,-10.98,-61.59,-63.6,-71.07,-22.72,-36.93,-100.0,False
18222446,1783825164334,1,draw,True,True,2.6,0.6161,0.8937,1.119,-0.18,-57.9,-58.55,-34.44,-58.8,-52.02,-100.0,False
18222446,1783826117471,1,draw,True,True,2.57,0.4652,0.7622,1.312,-0.55,-42.44,-40.63,-37.02,-33.91,-22.52,-100.0,False
18222446,1783827158737,0,part1,True,True,6.88,0.4111,0.9515,1.051,-0.07,-0.4,-2.19,-1.26,-0.05,-0.05,5.1,True
18237038,1783720357012,1,draw,False,False,1333.17,0.2881,0.4417,2.264,-1.81,-1.93,-2.53,-3.18,-37.3,-37.25,,
18237038,1783826475396,1,draw,False,False,730.14,0.2912,0.4417,2.264,-1.84,-1.85,-1.85,-36.16,-36.22,-36.23,,
18237038,1783827955424,1,draw,False,False,1228.7,0.291,0.4415,2.265,-1.83,-36.16,-36.11,-2.11,-2.15,-36.15,,
